number,editorial_year,publication_date,summary,url,text_file
153,Ano 16,Mar. - Abr. / 2010,"Esta edição traz uma homenagem ao Professor Emérito Carloman Carlos Borges, destacando sua trajetória acadêmica e seu papel como incentivador de estudos avançados em Matemática. O número celebra o legado do professor e a rica bibliografia associada à área.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim153.pdf,Folhetim153.txt
154,Ano 16,Mai. - Jun. / 2010,"Esta edição aborda as origens, o objeto e os métodos da Matemática, explorando a tensão entre o caráter axiomático-dedutivo e a intuição construtiva. Este número examina as correntes filosóficas do Racionalismo e do Apriorismo no contexto histórico da ciência matemática.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim154.pdf,Folhetim154.txt
155,Ano 16,Jul. - Ago. / 2010,"Esta edição aborda as correntes filosóficas do Logicismo e do Realismo na Matemática, explorando a relação íntima entre Lógica e Matemática. Este número explora a interpretação logística de Bertrand Russell e os princípios dos axiomas matemáticos como princípios a priori da Lógica.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim155.pdf,Folhetim155.txt
156,Ano 17,Set. - Out. / 2010,"Esta edição aborda a continuação da discussão sobre as origens, o objeto e os métodos da Matemática, focando na evolução do Realismo e nas bases conceituais das operações aritméticas e suas leis fundamentais.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim156.pdf,Folhetim156.txt
157,Ano 17,Nov. - Dez. / 2010,"Esta edição traz uma exploração das origens do conhecimento matemático, focando no desenvolvimento da Geometria e da Aritmética. Este número examina sistemas de numeração, leis formais da adição e multiplicação, e o método axiomático. A presente edição analisa conceitos como o infinito potencial e o infinito atual ou acabado.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim157.pdf,Folhetim157.txt
158,Ano 17,Jan. - Fev. / 2011,"Esta edição traz uma continuidade da discussão sobre as origens, o objeto e os métodos da Matemática, focando na lógica clássica. Este número explora questões fundamentais como a validade de argumentos e demonstrações, refletindo sobre a natureza do conhecimento matemático.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim158.pdf,Folhetim158.txt
159,Ano 17,Mar. - Abr. / 2011,"Esta edição traz uma continuação da explanação de Carloman sobre a Lógica Clássica, adentrando no silogismo e a Geometria Euclidiana. Este número explora como os primeiros conceitos matemáticos nasceram de necessidades práticas e da observação da realidade, refletindo a capacidade criadora da razão humana.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim159.pdf,Folhetim159.txt
160,Ano 17,Mai. - Jun. / 2011,"Esta edição aborda a lógica clássica e exemplos de argumentos, explorando relações de implicação e falácias em contextos matemáticos. Este número examina como conceitos lógicos são utilizados em demonstrações matemáticas, tratando de figuras geométricas e relações entre conjuntos.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim160.pdf,Folhetim160.txt
161,Ano 17,Jul. - Ago. / 2011,"Esta edição traz considerações sobre falácias lógicas e o método de exaustão, além de apresentar exemplos da Axiomática de Peano, da Geometria Plana de Euclides e da Estática. O texto explora os axiomas relativos à Estática, como a resultante das forças e o princípio de rigidez.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim161.pdf,Folhetim161.txt
162,Ano 17,Set. - Out. / 2011,"Esta edição aborda a Axiomática dos Números Reais, discutindo os princípios de consistência, completude e independência, e introduz o Teorema de Gódel sobre proposições indecidíveis. Este volume examina como a axiomatização dos números reais estabelece a ideia de corpo ordenado completo.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim162.pdf,Folhetim162.txt
163,Ano 18,Nov. - Dez / 2011,"Esta edição aborda o desenvolvimento histórico e filosófico da Matemática, focando na discussão entre definições reais e usuais, e explorando os problemas do rigor e da verdade dentro da Axiomática. Este volume examina a historicidade dos conceitos matemáticos e a interdependência entre as ciências.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim163.pdf,Folhetim163.txt
164,Ano 18,Jan. - Fev. /2012,"Esta edição aborda o tópico ""As Demonstrações Matemáticas"", focando nas palavras definição e teorema, e como a axiomática da teoria deve nortear a razão. Este número também introduz o subtópico ""Indução Completa"" e explora as potencialidades da Matemática além do dedutivo, como intuição e imaginação criadora.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim164.pdf,Folhetim164.txt
165,Ano 18,Mar. - Abr. / 2012,"Esta edição aborda o Princípio de Indução Completa como método crucial para a obtenção de resultados na Teoria dos Números, como o Teorema Fundamental da Aritmética. Este número explora as definições por recorrência e demonstrações envolvendo propriedades comutativas, associativas e distributivas através deste princípio matemático.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim165.pdf,Folhetim165.txt
166,Ano 18,Mai. - Jun. / 2012,"Esta edição aborda as aplicações do Princípio de Indução Completa, demonstrando que postulados em uma axiomática podem ser teoremas em outra. O texto explora a utilidade da indução para demonstrar leis operatórias e fórmulas importantes no Cálculo Diferencial e Integral.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim166.pdf,Folhetim166.txt
167,Ano 18,Jul. - Ago. / 2012,"Esta edição traz comentários sobre a Indução Matemática, focando na importância da verificação das etapas do método de demonstração e na origem das proposições P(n). Este número explora o método empírico para a criação de proposições e discute a busca por um método geral para a criação científica.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim167.pdf,Folhetim167.txt
168,Ano 19,Set. - Out / 2012,"Esta edição traz uma exploração das Demonstrações Indiretas, utilizando a tautologia para estabelecer equivalências lógicas em propriedades de números racionais e irracionais, primos, conjuntos e geometria. O texto ilustra o emprego dessa lógica em exemplos práticos da teoria dos números.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim168.pdf,Folhetim168.txt
169,Ano 19,Nov. - Dez / 2012,"Esta edição aborda as demonstrações indiretas e diretas, ilustrando-as com conceitos de geometria e álgebra linear. O número explora as implicações filosóficas das demonstrações indiretas, apresentando argumentos da escola intuicionista contra a aceitação dessas formas de demonstração, ao mesmo tempo em que destaca sua importância para a evolução da Matemática como ciência.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim169.pdf,Folhetim169.txt
170,Ano 19,Jan. - Fev. / 2013,"Esta edição explora o Princípio de Indução Completa e sua aplicação na Teoria dos Números, destacando a importância do método para provar proposições em processos infinitos. Este número também aborda as definições por recorrência e como elas permitem provar propriedades matemáticas fundamentais.",http://www.nemoc.uefs.br/arquivos/File/Folhetim/Folhetim170.pdf,Folhetim170.txt
